,Name,Club,Wage,Attack,Handling_Passing,Physical,Defense,Mental,Goal Keeping
7750,Macarinho Louro,Bahia,8.0,543.0,348.0,487.0,114.0,197.0,52.0
7751,S. Gannon,Shamrock Rovers,1.0,455.0,292.0,498.0,239.0,170.0,54.0
7752,T. Mølgaard,Vejle Boldklub,3.0,408.0,294.0,511.0,261.0,177.0,49.0
7753,Kim Kee Hee,Ulsan Hyundai FC,5.0,438.0,281.0,473.0,270.0,181.0,58.0
7754,A. Forrest,Livingston FC,2.0,523.0,306.0,508.0,162.0,177.0,47.0
7755,19 J. Bailey,Yeovil Town,3.0,463.0,310.0,460.0,248.0,171.0,53.0
7756,M. Sema,IFK Norrköping,3.0,515.0,311.0,518.0,144.0,185.0,50.0
7757,Leandro Pereira,Gamba Osaka,6.0,539.0,319.0,457.0,172.0,201.0,54.0
7758,19 J. Sills,Club Atlético Huracán,7.0,394.0,293.0,477.0,289.0,171.0,64.0
7759,A. Grant,Swindon Town,4.0,450.0,302.0,465.0,257.0,179.0,54.0
7760,João Moutinho,Orlando City Soccer Club,4.0,421.0,318.0,477.0,264.0,165.0,55.0
7761,L. Cueto,Karlsruher SC,6.0,515.0,293.0,550.0,135.0,187.0,52.0
7762,N. Diliberto,Valenciennes FC,1.0,440.0,352.0,462.0,221.0,190.0,58.0
7763,B. Śpiączka,Górnik Łęczna,1.0,497.0,292.0,538.0,178.0,167.0,55.0
7764,S. Long,Oxford United,3.0,432.0,296.0,491.0,248.0,183.0,57.0
7765,L. Adžić,PEC Zwolle,3.0,563.0,327.0,476.0,137.0,187.0,48.0
7766,Álex Cardero,Real Oviedo,500.0,519.0,333.0,451.0,204.0,181.0,40.0
7767,E. Bullaude,Godoy Cruz,5.0,535.0,347.0,493.0,129.0,188.0,43.0
7768,21 M. Ridenton,Wellington Phoenix,800.0,496.0,297.0,447.0,233.0,172.0,63.0
7769,16 E. Gudjohnsen,Molde FK,25.0,633.0,362.0,314.0,156.0,0.0,52.0
7770,M. Romero,PSV,9.0,544.0,281.0,507.0,144.0,196.0,69.0
7771,B. Djimsiti,Atalanta,51.0,393.0,294.0,430.0,323.0,210.0,49.0
7772,R. Massimo,VfB Stuttgart,7.0,459.0,312.0,517.0,197.0,170.0,48.0
7773,D. Anderson,Lazio,12.0,404.0,304.0,509.0,253.0,176.0,52.0
7774,A. Robic,SC Bastia,2.0,524.0,321.0,473.0,179.0,199.0,44.0
7775,A. Al Ghamdi,Al Raed,5.0,576.0,295.0,483.0,126.0,186.0,51.0
7776,D. Douline,Servette FC,7.0,465.0,327.0,423.0,265.0,175.0,43.0
7777,A. Sobiech,Lech Poznań,6.0,555.0,300.0,484.0,158.0,203.0,56.0
7778,F. Lo Celso,Rosario Central,3.0,499.0,328.0,432.0,229.0,182.0,46.0
7779,K. Lewis-Potter,Hull City,4.0,545.0,310.0,522.0,120.0,190.0,57.0
7780,20 H. Cochrane,Heart of Midlothian,700.0,495.0,326.0,444.0,224.0,182.0,51.0
7781,O. Kabak,Norwich City,9.0,348.0,341.0,498.0,303.0,176.0,44.0
7782,K. Duah,FC St. Gallen 1879,3.0,519.0,299.0,531.0,139.0,179.0,55.0
7783,21 J. Pitroipa,Paris FC,4.0,550.0,339.0,441.0,157.0,197.0,54.0
7784,19 B. Diawara,Adelaide United,3.0,567.0,288.0,493.0,156.0,204.0,54.0
7785,M. Frese,FC Nordsjælland,2.0,472.0,299.0,498.0,219.0,175.0,48.0
7786,Y. Gomis,En Avant de Guingamp,5.0,554.0,290.0,528.0,108.0,198.0,57.0
7787,T. Pearce,Wigan Athletic,1.0,484.0,295.0,470.0,247.0,171.0,38.0
7788,21 H. Vaca,0,0.0,541.0,319.0,501.0,137.0,181.0,50.0
7789,S. Nurković,Kaizer Chiefs,850.0,611.0,302.0,449.0,128.0,208.0,63.0
7790,B. Badiashile,AS Monaco,29.0,407.0,342.0,422.0,296.0,191.0,43.0
7791,20 C. Keita,Birmingham City,4.0,396.0,323.0,481.0,258.0,190.0,58.0
7792,E. Pinnock,Brentford,37.0,387.0,308.0,488.0,298.0,180.0,41.0
7793,S. Vokes,Wycombe Wanderers,4.0,597.0,287.0,408.0,185.0,199.0,52.0
7794,20 L. Valzania,US Cremonese,13.0,470.0,338.0,443.0,228.0,194.0,35.0
7795,M. Nervo,Club Atlas,11.0,442.0,280.0,440.0,296.0,196.0,47.0
7796,R. Araujo,FC Barcelona,90.0,372.0,298.0,477.0,314.0,185.0,53.0
7797,B. Manu,SV Darmstadt 98,4.0,455.0,300.0,576.0,172.0,182.0,50.0
7798,J. Hanson,Oxford United,2.0,482.0,297.0,426.0,265.0,175.0,57.0
7799,E. Lomotey,Amiens SC,2.0,444.0,291.0,462.0,270.0,179.0,50.0
7800,16 Pedro Geromel,Grêmio,70.0,415.0,333.0,401.0,314.0,0.0,52.0
7801,W. Keane,Wigan Athletic,2.0,529.0,323.0,478.0,151.0,197.0,53.0
7802,V. Gyökeres,Coventry City,12.0,554.0,322.0,491.0,116.0,205.0,56.0
7803,S. Ilsanker,Eintracht Frankfurt,20.0,444.0,270.0,404.0,310.0,188.0,83.0
7804,D. Velkovski,KSV Cercle Brugge,4.0,470.0,302.0,454.0,260.0,176.0,41.0
7805,L. Rose,Macarthur FC,900.0,396.0,294.0,547.0,245.0,180.0,48.0
7806,M. Pinnock,Northampton Town,5.0,517.0,304.0,485.0,184.0,172.0,57.0
7807,Jon Bautista,CD Leganés,19.0,606.0,316.0,473.0,94.0,211.0,53.0
7808,21 M. Bähre,SV Meppen,750.0,518.0,326.0,494.0,155.0,184.0,57.0
7809,J. Holsgrove,RC Celta de Vigo,3.0,494.0,327.0,444.0,211.0,171.0,62.0
7810,M. Ortíz,Club Atlético Talleres,5.0,502.0,346.0,464.0,189.0,199.0,47.0
7811,J. Graham,Birmingham City,11.0,564.0,328.0,482.0,113.0,191.0,63.0
7812,J. Tanaka,Vissel Kobe,3.0,577.0,336.0,456.0,139.0,207.0,47.0
7813,Gustavo Ferrareis,Puebla FC,3.0,480.0,338.0,457.0,201.0,184.0,60.0
7814,N. Patterson,Rangers FC,7.0,421.0,294.0,522.0,254.0,166.0,44.0
7815,J. Mensah,Columbus Crew,6.0,443.0,293.0,465.0,280.0,175.0,48.0
7816,Mario González,SC Braga,14.0,552.0,341.0,498.0,90.0,221.0,54.0
7817,E. Ramírez,Gimnasia y Esgrima La Plata,5.0,541.0,321.0,533.0,107.0,189.0,58.0
7818,T. Banega,Patronato,4.0,499.0,341.0,471.0,200.0,171.0,39.0
7819,A. Mabaso,Orlando Pirates,500.0,443.0,305.0,462.0,259.0,192.0,46.0
7820,V. Onovo,Randers FC,2.0,433.0,301.0,530.0,225.0,176.0,44.0
7821,D. Matsuoka,Shimizu S-Pulse,850.0,421.0,331.0,477.0,234.0,187.0,54.0
7822,I. Konaté,Liverpool,73.0,348.0,331.0,474.0,319.0,182.0,49.0
7823,16 M. Olaitan,KV Kortrijk,6.0,513.0,319.0,493.0,147.0,0.0,60.0
7824,18 G. Agbonlahor,Aston Villa,20.0,593.0,316.0,437.0,152.0,164.0,45.0
7825,21 T. Gomelt,ADO Den Haag,2.0,535.0,324.0,430.0,193.0,168.0,57.0
7826,M. Salas,Club Necaxa,8.0,535.0,358.0,496.0,80.0,194.0,61.0
7827,J. Ponceau,Nîmes Olympique,4.0,469.0,327.0,481.0,211.0,190.0,52.0
7828,21 C. Diarra,USL Dunkerque,2.0,566.0,286.0,521.0,130.0,179.0,53.0
7829,B. Valdez,Club América,36.0,396.0,287.0,482.0,291.0,184.0,59.0
7830,J. Tymon,Stoke City,8.0,439.0,289.0,490.0,257.0,163.0,58.0
7831,E. Velasco,Junior FC,2.0,387.0,301.0,531.0,264.0,170.0,47.0
7832,B. Pawłowski,Śląsk Wrocław,3.0,542.0,312.0,527.0,104.0,183.0,65.0
7833,21 M. Schwabl,SpVgg Unterhaching,3.0,429.0,282.0,516.0,262.0,157.0,50.0
7834,K. Manneh,Austin FC,2.0,528.0,299.0,526.0,150.0,179.0,53.0
7835,K. Koulibaly,Napoli,105.0,309.0,311.0,492.0,342.0,200.0,43.0
7836,R. Alioui,KV Kortrijk,12.0,586.0,321.0,444.0,118.0,210.0,54.0
7837,C. Karayel,Altay SK,6.0,412.0,307.0,496.0,248.0,187.0,53.0
7838,A. Colpani,AC Monza,1.0,500.0,339.0,446.0,208.0,177.0,48.0
7839,M. Finotto,AC Monza,2.0,526.0,302.0,508.0,143.0,201.0,55.0
7840,E. Lombardo,SD Huesca,6.0,527.0,334.0,481.0,155.0,183.0,53.0
7841,M. Besler,Austin FC,4.0,422.0,327.0,460.0,273.0,173.0,53.0
7842,21 Abner,SC Farense,2.0,435.0,289.0,508.0,255.0,177.0,42.0
7843,21 J. Campos,0,0.0,587.0,347.0,472.0,112.0,184.0,57.0
7844,20 R. Harley,Milton Keynes Dons,2.0,536.0,304.0,462.0,205.0,173.0,38.0
7845,B. Mumba,Norwich City,4.0,411.0,316.0,487.0,245.0,186.0,56.0
7846,K. Fila,RC Strasbourg Alsace,6.0,439.0,300.0,503.0,246.0,164.0,42.0
7847,O. Darfalou,Vitesse,9.0,540.0,271.0,507.0,154.0,201.0,59.0
7848,R. Krauße,Eintracht Braunschweig,3.0,385.0,286.0,531.0,289.0,158.0,52.0
7849,Iván Martín,Deportivo Alavés,14.0,532.0,350.0,450.0,169.0,190.0,42.0
7850,M. Demiral,Atalanta,51.0,388.0,272.0,495.0,325.0,166.0,52.0
7851,F. Lohkemper,1. FC Nürnberg,6.0,526.0,304.0,533.0,118.0,191.0,60.0
7852,A. Donis,Stade de Reims,11.0,546.0,315.0,508.0,118.0,196.0,60.0
7853,J. Simonsen,SønderjyskE,3.0,445.0,299.0,511.0,220.0,172.0,56.0
7854,19 A. Chambers,Walsall,2.0,427.0,303.0,481.0,276.0,176.0,40.0
7855,S. Nsoki,Club Brugge KV,11.0,398.0,310.0,477.0,279.0,185.0,52.0
7856,E. Ómarsson,Nîmes Olympique,3.0,500.0,300.0,519.0,167.0,191.0,56.0
7857,20 A. Marciniak,Arka Gdynia,1.0,458.0,268.0,493.0,259.0,156.0,57.0
7858,M. Yılmaz,Antalyaspor,3.0,435.0,281.0,523.0,237.0,162.0,54.0
7859,I. Santini,Al Fateh,20.0,595.0,294.0,392.0,183.0,212.0,56.0
7860,M. Stefaniak,VfL Wolfsburg,13.0,563.0,314.0,505.0,119.0,174.0,56.0
7861,19 D. Bowditch,Northampton Town,3.0,514.0,295.0,463.0,203.0,180.0,65.0
7862,M. Pazdan,Jagiellonia Białystok,7.0,420.0,297.0,444.0,295.0,178.0,62.0
7863,L. Mousset,Sheffield United,17.0,573.0,304.0,508.0,103.0,198.0,61.0
7864,C. Rosel,Fútbol Club Juárez,2.0,443.0,310.0,504.0,236.0,165.0,40.0
7865,A. Sejdič,Atlanta United,2.0,492.0,328.0,439.0,221.0,179.0,44.0
7866,K. Wriedt,Willem II,5.0,577.0,292.0,480.0,133.0,198.0,56.0
7867,M. Multhaup,Eintracht Braunschweig,2.0,474.0,311.0,527.0,186.0,170.0,56.0
7868,Xu Xin,Shandong Taishan,4.0,443.0,298.0,493.0,242.0,170.0,53.0
7869,A. Randell,Plymouth Argyle,2.0,470.0,304.0,498.0,219.0,176.0,50.0
7870,K. Bryan,West Bromwich Albion,10.0,438.0,304.0,470.0,266.0,159.0,47.0
7871,Y. Toyokawa,Cerezo Osaka,4.0,569.0,293.0,544.0,100.0,206.0,43.0
7872,18 L. Wilson,Port Vale,5.0,417.0,285.0,520.0,238.0,172.0,62.0
7873,G. Buckley,Sligo Rovers,500.0,514.0,312.0,408.0,236.0,185.0,54.0
7874,H. Matynia,Pogoń Szczecin,2.0,448.0,252.0,536.0,246.0,155.0,62.0
7875,O. Cardozo,Club Libertad,1.0,677.0,330.0,339.0,132.0,230.0,50.0
7876,B. White,Vancouver Whitecaps FC,3.0,508.0,282.0,519.0,197.0,189.0,45.0
7877,Marcos Paulo,Futebol Clube de Famalicão,23.0,540.0,364.0,433.0,152.0,195.0,42.0
7878,21 N. Tomović,SPAL,3.0,401.0,304.0,462.0,289.0,193.0,52.0
7879,M. Huard,AC Ajaccio,2.0,415.0,292.0,500.0,261.0,184.0,46.0
7880,S. Dahlström,HJK Helsinki,500.0,454.0,306.0,468.0,248.0,172.0,58.0
7881,Z. Ondrášek,Tromsø IL,4.0,552.0,295.0,489.0,155.0,205.0,41.0
7882,B. McKay,Heart of Midlothian,3.0,513.0,319.0,493.0,162.0,180.0,58.0
7883,L. Sutton,Bradford City,3.0,418.0,305.0,507.0,253.0,174.0,45.0
7884,21 N. Mason,Peterborough United,3.0,455.0,309.0,460.0,252.0,178.0,47.0
7885,17 Ricardo Carvalho,0,0.0,450.0,306.0,367.0,316.0,201.0,61.0
7886,Viti Rozada,Real Oviedo,3.0,485.0,306.0,493.0,209.0,189.0,40.0
7887,21 G. Murray,Nottingham Forest,25.0,586.0,313.0,364.0,176.0,238.0,62.0
7888,M. Comba,Newell's Old Boys,8.0,573.0,333.0,465.0,116.0,200.0,49.0
7889,K. Behrens,1. FC Union Berlin,20.0,542.0,283.0,525.0,137.0,210.0,43.0
7890,Kim Gun Hee,Suwon Samsung Bluewings,4.0,515.0,300.0,510.0,176.0,201.0,41.0
7891,P. Jones,Manchester United,73.0,468.0,300.0,387.0,313.0,173.0,51.0
7892,K. Edwards,Ipswich Town,4.0,509.0,328.0,511.0,166.0,187.0,41.0
7893,A. Smith,Sutton United,2.0,472.0,303.0,483.0,220.0,167.0,55.0
7894,A. Francis,FC Nordsjælland,2.0,483.0,319.0,493.0,194.0,185.0,45.0
7895,J. Espinoza,Chicago Fire Football Club,3.0,403.0,293.0,507.0,273.0,161.0,60.0
7896,F. Kastrati,Odds BK,1.0,507.0,274.0,517.0,209.0,175.0,49.0
7897,Elton Coengo,Juventude,6.0,397.0,330.0,441.0,259.0,209.0,73.0
7898,J. Glesnes,Philadelphia Union,4.0,473.0,303.0,437.0,276.0,172.0,41.0
7899,A. Alvarado,Orlando City Soccer Club,2.0,529.0,310.0,509.0,129.0,173.0,59.0
7900,19 J. Clément,AS Nancy Lorraine,3.0,521.0,319.0,379.0,247.0,179.0,64.0
7901,J. Kade,SG Dynamo Dresden,4.0,457.0,336.0,443.0,239.0,173.0,45.0
7902,G. Ekpolo,BK Häcken,2.0,421.0,287.0,503.0,265.0,184.0,45.0
7903,21 Léo Jabá,PAOK,700.0,537.0,335.0,524.0,83.0,198.0,56.0
7904,J. Castelletto,FC Nantes,19.0,356.0,287.0,502.0,299.0,186.0,63.0
7905,20 G. Di Chiara,Perugia,2.0,436.0,296.0,491.0,259.0,175.0,51.0
7906,L. Netz,Borussia Mönchengladbach,3.0,416.0,309.0,479.0,265.0,180.0,52.0
7907,Adryan,FC Sion,10.0,559.0,354.0,456.0,133.0,188.0,25.0
7908,N. Fernández Mercau,San Lorenzo de Almagro,3.0,473.0,301.0,467.0,231.0,181.0,58.0
7909,J. Angulo,Club Atlas,5.0,431.0,295.0,481.0,271.0,169.0,51.0
7910,21 W. Creavalle,Philadelphia Union,2.0,410.0,302.0,494.0,258.0,179.0,55.0
7911,T. Bayliss,Wigan Athletic,6.0,469.0,331.0,472.0,217.0,188.0,43.0
7912,21 J. Tveita,SK Brann,1.0,470.0,295.0,459.0,247.0,174.0,50.0
7913,Paulinho,Hammarby IF,1.0,578.0,317.0,501.0,119.0,204.0,15.0
7914,L. Albertengo,Arsenal de Sarandí,5.0,564.0,324.0,466.0,131.0,205.0,60.0
7915,K. Zohi,FC Vizela,3.0,560.0,334.0,517.0,93.0,179.0,53.0
7916,A. Budimir,CA Osasuna,34.0,566.0,294.0,434.0,163.0,224.0,64.0
7917,D. Williams,LA Galaxy,4.0,420.0,301.0,485.0,273.0,177.0,42.0
7918,Y. Njie,Boavista FC,8.0,540.0,304.0,479.0,159.0,212.0,41.0
7919,21 C. Andriamahitsinoro,Al Qadisiyah,7.0,549.0,299.0,522.0,132.0,179.0,42.0
7920,J. Okore,Changchun Yatai FC,6.0,374.0,297.0,505.0,283.0,171.0,70.0
7921,J. Sforza,Newell's Old Boys,2.0,450.0,330.0,456.0,239.0,177.0,54.0
7922,W. Hoolahan,Cambridge United,2.0,575.0,336.0,372.0,178.0,202.0,63.0
7923,N. Valskis,Jamshedpur FC,900.0,564.0,297.0,498.0,134.0,192.0,53.0
7924,Jairo,Girona FC,8.0,539.0,342.0,488.0,123.0,189.0,51.0
7925,A. Elogo,Valenciennes FC,2.0,509.0,306.0,555.0,124.0,175.0,49.0
7926,F. Forte,Venezia FC,13.0,559.0,327.0,438.0,144.0,221.0,55.0
7927,21 K. Mets,Ettifaq FC,9.0,450.0,296.0,450.0,269.0,174.0,59.0
7928,B. Konaté,CF Fuenlabrada,2.0,431.0,324.0,476.0,247.0,180.0,50.0
7929,Marc Cardona,Go Ahead Eagles,20.0,584.0,324.0,469.0,103.0,214.0,46.0
7930,A. Ahmedhodžić,Malmö FF,6.0,379.0,319.0,494.0,297.0,177.0,45.0
7931,19 Cristian Ceballos,Sint-Truidense VV,5.0,566.0,337.0,488.0,126.0,181.0,46.0
7932,Moi Delgado,Real Valladolid CF,5.0,407.0,287.0,534.0,249.0,177.0,48.0
7933,21 David Carmona,Real Betis Balompié,5.0,437.0,279.0,527.0,244.0,171.0,46.0
7934,T. Ince,Stoke City,12.0,570.0,327.0,462.0,129.0,196.0,52.0
7935,L. Nilsen,Tromsø IL,1.0,471.0,276.0,527.0,225.0,165.0,43.0
7936,S. Humphrys,Wigan Athletic,2.0,547.0,279.0,514.0,152.0,188.0,53.0
7937,Douglas Vieira,Sanfrecce Hiroshima,7.0,575.0,316.0,451.0,137.0,202.0,63.0
7938,Rafael Barbosa,CD Tondela,4.0,517.0,347.0,499.0,144.0,200.0,42.0
7939,18 T. Morimoto,Kawasaki Frontale,4.0,553.0,298.0,498.0,149.0,195.0,54.0
7940,D. Da Silva,Olympique Lyonnais,51.0,400.0,300.0,445.0,314.0,184.0,53.0
7941,Francisco Moura,SC Braga,3.0,434.0,305.0,473.0,256.0,196.0,50.0
7942,C. Zock,FC Sion,5.0,465.0,306.0,450.0,252.0,158.0,63.0
7943,U. Hünemeier,SC Paderborn 07,6.0,517.0,293.0,373.0,281.0,173.0,57.0
7944,M. Maolida,Hertha BSC,22.0,552.0,344.0,498.0,101.0,207.0,47.0
7945,21 Nélson Monte,Rio Ave FC,6.0,398.0,304.0,463.0,283.0,183.0,59.0
7946,J. Gorenc Stanković,SK Sturm Graz,16.0,414.0,334.0,416.0,294.0,195.0,46.0
7947,C. Clay,Leyton Orient,4.0,450.0,311.0,468.0,250.0,175.0,44.0
7948,B. Baningime,Heart of Midlothian,2.0,435.0,329.0,435.0,269.0,176.0,59.0
7949,M. Meyerhöfer,SpVgg Greuther Fürth,15.0,399.0,313.0,504.0,272.0,169.0,36.0
7950,L. D'Arrigo,Adelaide United,650.0,438.0,312.0,480.0,245.0,178.0,51.0
7951,J. Maja,FC Girondins de Bordeaux,17.0,560.0,341.0,473.0,97.0,222.0,49.0
7952,A. Donatti,San Lorenzo de Almagro,10.0,515.0,273.0,379.0,285.0,177.0,56.0
7953,Pedro Marques,Futebol Clube de Famalicão,6.0,569.0,284.0,507.0,117.0,207.0,58.0
7954,J. Molumby,West Bromwich Albion,13.0,440.0,340.0,427.0,262.0,191.0,46.0
7955,21 A. Fuchs,SpVgg Unterhaching,2.0,446.0,336.0,474.0,220.0,170.0,45.0
7956,M. Villarroel,Club Deportivo Jorge Wilstermann,500.0,434.0,333.0,471.0,242.0,197.0,45.0
7957,J. Beste,SSV Jahn Regensburg,3.0,442.0,312.0,490.0,236.0,173.0,50.0
7958,Igor Madinha,São Paulo,24.0,519.0,323.0,537.0,118.0,199.0,48.0
7959,S. Beltrame,Clube Sport Marítimo,4.0,571.0,342.0,499.0,89.0,173.0,49.0
7960,M. Araz,FC Sion,7.0,497.0,322.0,485.0,185.0,192.0,53.0
7961,A. Sabella,San Lorenzo de Almagro,2.0,506.0,322.0,434.0,225.0,182.0,45.0
7962,E. Holm,SønderjyskE,3.0,466.0,280.0,505.0,234.0,163.0,44.0
7963,T. Oar,Macarthur FC,2.0,520.0,324.0,480.0,134.0,185.0,67.0
7964,H. Pehlivan,Gazişehir Gaziantep F.K.,5.0,471.0,278.0,469.0,260.0,173.0,44.0
7965,C. Garcés,Barcelona Sporting Club,950.0,549.0,289.0,512.0,127.0,187.0,62.0
7966,21 L. Novak,Bradford City,5.0,553.0,286.0,464.0,185.0,184.0,50.0
7967,19 Maurício,Lazio,30.0,454.0,277.0,459.0,284.0,176.0,49.0
7968,20 D. Moxey,Exeter City,3.0,471.0,285.0,484.0,253.0,164.0,40.0
7969,B. Comley,Bolton Wanderers,2.0,462.0,290.0,471.0,239.0,170.0,69.0
7970,C. Larin,Beşiktaş JK,38.0,560.0,320.0,484.0,119.0,216.0,48.0
7971,21 D. Morales,Club Atlético Tigre,6.0,532.0,332.0,457.0,156.0,208.0,58.0
7972,R. Ladinetti,Cagliari,5.0,497.0,341.0,431.0,221.0,175.0,45.0
7973,S. Simón,River Plate,2.0,489.0,318.0,467.0,204.0,189.0,53.0
7974,T. Campanini,Paris FC,2.0,438.0,310.0,474.0,261.0,159.0,48.0
7975,J. Brandon,Heart of Midlothian,1.0,444.0,298.0,505.0,236.0,162.0,50.0
7976,09 H. de Noteboom,111648,0.0,0.0,0.0,0.0,0.0,0.0,122.0
7977,20 A. Kashi,ESTAC Troyes,2.0,427.0,319.0,459.0,265.0,172.0,56.0
7978,L. Pavoletti,Cagliari,32.0,559.0,300.0,456.0,131.0,227.0,56.0
7979,L. Daschner,FC St. Pauli,5.0,471.0,331.0,503.0,181.0,174.0,45.0
7980,M. Lode,FK Bodø/Glimt,3.0,388.0,307.0,507.0,271.0,178.0,47.0
7981,V. Vasin,PFC CSKA Moscow,26.0,501.0,273.0,429.0,294.0,157.0,43.0
7982,S. Mosquera,Pachuca,10.0,534.0,336.0,509.0,116.0,179.0,46.0
7983,M. Godden,Coventry City,12.0,563.0,291.0,478.0,142.0,211.0,58.0
7984,21 E. Fryers,Swindon Town,2.0,445.0,284.0,490.0,250.0,173.0,52.0
7985,P. Jiménez,Club Atlético Nacional Potosí,500.0,556.0,327.0,429.0,155.0,176.0,65.0
7986,E. Michut,Paris Saint-Germain,6.0,475.0,343.0,425.0,232.0,190.0,50.0
7987,B. Rivero,Defensa y Justicia,5.0,408.0,334.0,465.0,262.0,183.0,50.0
7988,18 C. Diabaté,Benevento,30.0,616.0,326.0,408.0,134.0,237.0,38.0
7989,J. Earl,Preston North End,9.0,448.0,284.0,482.0,262.0,173.0,44.0
7990,N. Ahamada,VfB Stuttgart,3.0,442.0,340.0,468.0,243.0,179.0,43.0
7991,R. Holden,Walsall,4.0,515.0,327.0,489.0,150.0,184.0,54.0
7992,D. Srbeny,SC Paderborn 07,14.0,537.0,322.0,465.0,142.0,226.0,51.0
7993,A. Ndour,FC Sochaux-Montbéliard,3.0,400.0,318.0,475.0,272.0,184.0,53.0
7994,J. Harrop,Preston North End,10.0,570.0,330.0,449.0,147.0,189.0,44.0
7995,20 L. Kharabadze,FC Zürich,2.0,455.0,275.0,523.0,236.0,176.0,49.0
7996,21 C. Obasi,SC Rheindorf Altach,4.0,578.0,308.0,430.0,160.0,198.0,53.0
7997,C. Rocchia,Dijon FCO,2.0,425.0,283.0,512.0,253.0,175.0,49.0
7998,R. Aarons,Huddersfield Town,5.0,551.0,332.0,466.0,149.0,179.0,48.0
7999,M. Gulde,Sport-Club Freiburg,20.0,412.0,276.0,470.0,291.0,188.0,57.0
8000,A. Ndom,AJ Auxerre,2.0,479.0,335.0,438.0,235.0,174.0,42.0
8001,R. Norrington-Davies,Sheffield United,9.0,434.0,277.0,495.0,259.0,161.0,60.0
8002,20 E. Derdiyok,Göztepe SK,19.0,633.0,340.0,387.0,119.0,212.0,48.0
8003,R. Matondo,KSV Cercle Brugge,5.0,515.0,324.0,520.0,145.0,168.0,44.0
8004,Tang Miao,Guangzhou City,8.0,350.0,330.0,536.0,256.0,183.0,44.0
8005,J. Macías,Getafe CF,34.0,578.0,331.0,473.0,98.0,223.0,42.0
8006,A. Izzo,Torino F.C.,47.0,356.0,288.0,500.0,327.0,165.0,51.0
8007,S. Hezze,Club Atlético Huracán,2.0,434.0,339.0,467.0,236.0,159.0,56.0
8008,M. Bakenga,Tokushima Vortis,3.0,521.0,290.0,529.0,123.0,193.0,62.0
8009,D. Haruț,FCSB (Steaua),5.0,441.0,278.0,510.0,247.0,181.0,44.0
8010,G. Laura,Paris FC,4.0,528.0,285.0,537.0,116.0,201.0,66.0
8011,21 B. Raj,0,0.0,452.0,278.0,497.0,251.0,163.0,58.0
8012,20 Han Kwang Song,Cagliari,14.0,554.0,305.0,488.0,107.0,200.0,59.0
8013,21 L. Grozurek,spusu SKN St. Pölten,3.0,521.0,312.0,499.0,149.0,181.0,60.0
8014,K. Sardella,RSC Anderlecht,4.0,407.0,339.0,494.0,252.0,160.0,46.0
8015,O. Skarsem,Rosenborg BK,2.0,453.0,323.0,483.0,203.0,187.0,54.0
8016,Y. Demir,FC Barcelona,9.0,548.0,350.0,518.0,102.0,183.0,50.0
8017,J. Naschberger,WSG Tirol,2.0,458.0,317.0,489.0,226.0,173.0,37.0
8018,J. Justvan,SC Paderborn 07,7.0,471.0,349.0,499.0,155.0,185.0,55.0
8019,P. Hosiner,SG Dynamo Dresden,7.0,531.0,293.0,531.0,98.0,208.0,69.0
8020,D. Peretz,Venezia FC,6.0,456.0,332.0,428.0,257.0,182.0,50.0
8021,Pedro Mendes,Montpellier Hérault SC,23.0,398.0,287.0,467.0,318.0,171.0,49.0
8022,K. Kozuka,Kawasaki Frontale,4.0,514.0,337.0,481.0,154.0,194.0,44.0
8023,Lee You Hyeon,Jeonbuk Hyundai Motors,3.0,398.0,301.0,520.0,254.0,184.0,43.0
8024,A. Sampsted,FK Bodø/Glimt,2.0,401.0,285.0,538.0,249.0,168.0,53.0
8025,Rogério,Club Universidad Nacional,6.0,544.0,324.0,539.0,87.0,178.0,47.0
8026,F. Álvarez,Club Universidad Nacional,9.0,527.0,357.0,464.0,142.0,188.0,46.0
8027,20 P. Mahlambi,0,0.0,519.0,337.0,474.0,159.0,170.0,49.0
8028,M. Minchev,AC Sparta Praha,500.0,567.0,310.0,476.0,143.0,195.0,52.0
8029,G. Pușcaș,Reading,12.0,584.0,279.0,460.0,158.0,204.0,48.0
8030,N. Fadiga,Heracles Almelo,2.0,439.0,298.0,491.0,243.0,184.0,45.0
8031,R. Carstensen,Silkeborg IF,2.0,438.0,296.0,507.0,238.0,178.0,47.0
8032,P. Mortensen,Aarhus GF,13.0,539.0,307.0,475.0,145.0,221.0,56.0
8033,19 S. Darby,Bolton Wanderers,4.0,385.0,283.0,518.0,253.0,175.0,71.0
8034,S. Moreira,Columbus Crew,5.0,365.0,330.0,474.0,282.0,184.0,57.0
8035,N. Atangana,Exeter City,2.0,440.0,299.0,463.0,255.0,172.0,69.0
8036,20 D. Mattocks,FC Cincinnati,4.0,519.0,291.0,568.0,120.0,185.0,48.0
8037,C. Dessers,Feyenoord,12.0,546.0,303.0,508.0,96.0,213.0,58.0
8038,Brenner,FC Cincinnati,5.0,567.0,337.0,484.0,94.0,212.0,50.0
8039,21 M. Azira,Chicago Fire Football Club,2.0,475.0,313.0,434.0,253.0,175.0,48.0
8040,D. Avdijaj,TSV Egger Glas Hartberg,3.0,558.0,324.0,478.0,140.0,191.0,53.0
8041,S. Delos,AS Nancy Lorraine,2.0,454.0,281.0,516.0,245.0,175.0,36.0
8042,J. Horn,1. FC Köln,15.0,409.0,296.0,488.0,278.0,175.0,48.0
